step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
185.0,30,2092.0,43.583333333333336,2.872457576968328,30,2123.0,0.1669548251220651,30,2123.0
190.0,29,2204.0,44.08,3.1868121394559723,29,2233.0,0.1525655840066842,29,2233.0
195.0,33,2360.0,45.38461538461539,2.9033166024195314,33,2389.0,0.12183129185098573,33,2389.0
200.0,40,2546.0,48.96153846153846,1.773833135826976,40,2575.0,0.10248737736791437,40,2575.0
205.0,39,2703.0,51.98076923076923,1.544930129988227,39,2750.0,0.1006677837162023,39,2750.0
210.0,34,2834.0,50.607142857142854,3.4602003210835384,34,2870.0,0.15115238476776535,34,2870.0
215.0,30,2766.0,49.392857142857146,3.150974390202026,30,2934.0,0.10125142483149538,30,2934.0
220.0,31,2862.0,45.42857142857143,4.5909678816191635,31,2927.0,0.23505613819051965,31,2927.0
225.0,33,1842.0,30.7,3.1841004992914486,33,2673.0,0.12740282469764952,33,2673.0
230.0,37,879.0,14.17741935483871,3.259571641438683,37,2080.0,0.13927637909786236,37,2080.0
235.0,25,292.0,4.9491525423728815,3.1273220765240124,25,2201.0,0.14205487741631,25,2201.0
240.0,32,393.0,6.661016949152542,3.2551881283205337,32,2314.0,0.1462391390262132,32,2314.0
245.0,35,401.0,6.796610169491525,2.07725465757168,35,2413.0,0.0640311712214537,35,2413.0
250.0,36,366.0,6.0,3.4758575913979612,36,2440.0,0.13714247633284252,36,2440.0
255.0,29,384.0,6.095238095238095,3.3762749751726027,29,2577.0,0.15758617512927137,29,2577.0
260.0,35,529.0,8.396825396825397,3.021121229331733,35,2731.0,0.14489706339998715,35,2731.0
265.0,37,543.0,8.758064516129032,2.1161860280550377,37,2509.0,0.09570187613403289,37,2509.0
270.0,35,458.0,7.15625,3.1742891345188218,35,2011.0,0.1426577814704346,35,2011.0
275.0,30,336.0,5.419354838709677,2.4301399181187215,30,2081.0,0.08371952450918292,30,2081.0
280.0,30,296.0,4.625,3.467453233692563,30,2061.0,0.16637966102315996,30,2061.0
285.0,28,224.0,3.6129032258064515,3.1157873060676646,28,2017.0,0.09828496614175035,28,2017.0
290.0,33,304.0,4.470588235294118,3.499767007005165,33,2174.0,0.18155549387160316,33,2174.0
295.0,33,352.0,5.415384615384616,2.472392892154528,33,2026.0,0.14595852257195158,33,2026.0
300.0,34,385.0,5.833333333333333,2.248027640844448,34,1628.0,0.09680490825390257,34,1628.0
305.0,34,347.0,4.957142857142857,2.4785615398853995,34,1698.0,0.09554056519348607,34,1698.0
310.0,35,377.0,5.544117647058823,2.3012817732241517,35,1653.0,0.06649021471342222,35,1653.0
315.0,37,443.0,6.420289855072464,2.393074101732779,37,1817.0,0.082149073766195,37,1817.0
320.0,40,569.0,8.492537313432836,2.0149036472032726,40,2019.0,0.0770209652450958,40,2019.0
325.0,39,683.0,10.348484848484848,1.9063864747337254,39,2119.0,0.10638260009305957,39,2119.0
330.0,34,813.0,11.782608695652174,2.825334750653982,34,2141.0,0.14292964014826265,34,2141.0
335.0,31,623.0,8.652777777777779,2.2386898716960486,31,2135.0,0.07103682722731736,31,2135.0
340.0,31,620.0,8.732394366197184,2.8820447284660786,31,2058.0,0.1156194704002039,31,2058.0
345.0,34,547.0,7.814285714285714,2.6730699625864394,34,1906.0,0.09843894063535416,34,1906.0
350.0,34,356.0,5.085714285714285,2.699730982132078,34,1579.0,0.09889960657217287,34,1579.0
355.0,42,401.0,5.811594202898551,2.1449849049497685,42,1769.0,0.07523253888144274,42,1769.0
360.0,54,643.0,9.597014925373134,0.609009056203236,54,2012.0,0.014717660063995483,54,2012.0
365.0,65,946.0,12.95890410958904,1.3691370903434923,65,2316.0,0.10167468736457781,65,2316.0
370.0,59,1062.0,14.547945205479452,0.6588891619264772,59,2502.0,0.0370480884509087,59,2502.0
375.0,57,1048.0,13.973333333333333,1.7716071052535578,57,2555.0,0.06560931046085489,57,2555.0
380.0,49,1044.0,13.92,1.8737834648486986,49,2807.0,0.05640410518726782,49,2807.0
385.0,48,1044.0,14.301369863013699,1.5892988183752323,48,3049.0,0.06621496637666768,48,3049.0
390.0,46,917.0,12.915492957746478,1.448700212430113,46,3136.0,0.07090381497301028,46,3136.0
395.0,43,878.0,12.027397260273972,1.5893872928946506,43,3123.0,0.053544844407662856,43,3123.0
400.0,45,838.0,10.60759493670886,2.504492052315903,45,3085.0,0.11099684474386835,45,3085.0
405.0,50,673.0,8.74025974025974,1.8932470485033042,50,2845.0,0.04794578380156486,50,2845.0
410.0,51,779.0,10.116883116883116,2.279354386641206,51,2897.0,0.07870519976239629,51,2897.0
415.0,57,1056.0,14.465753424657533,1.3414540393342962,57,3174.0,0.05063232951961516,57,3174.0
420.0,59,1121.0,16.246376811594203,0.30565345566377894,59,3286.0,0.012593572386422539,59,3286.0
425.0,53,1043.0,14.690140845070422,1.7881164378535954,53,3220.0,0.06737678879929829,53,3220.0
430.0,43,838.0,11.80281690140845,1.787587245700472,43,3317.0,0.04897405161514938,43,3317.0
435.0,32,535.0,7.133333333333334,3.4938445803202662,32,3261.0,0.17940474691481034,32,3261.0
440.0,29,315.0,4.315068493150685,2.7541283728812345,29,3188.0,0.1326398495423845,29,3188.0
445.0,33,233.0,3.0259740259740258,2.745164635942626,33,2960.0,0.10041036056199687,33,2960.0
450.0,43,414.0,5.671232876712328,2.3663756123748794,43,3072.0,0.07767379539722385,43,3072.0
455.0,57,675.0,9.642857142857142,0.8362023387865616,57,3335.0,0.0071039094103909186,57,3335.0
460.0,60,817.0,11.67142857142857,1.0804135536273014,60,3420.0,0.04311831681609577,60,3420.0
465.0,51,836.0,12.294117647058824,1.7006258375471204,51,3073.0,0.032897339676987145,51,3073.0
470.0,39,678.0,9.162162162162161,3.2141918720486715,39,3153.0,0.14962686250625462,39,3153.0
475.0,25,425.0,5.902777777777778,3.9182589268405277,25,3025.0,0.16898260037338367,25,3025.0
480.0,23,253.0,3.8333333333333335,3.140918361006349,23,2897.0,0.12019258572397781,23,2897.0
485.0,27,188.0,2.764705882352941,3.172711148537605,27,2657.0,0.10553368812237551,27,2657.0
490.0,40,359.0,5.4393939393939394,1.8805503875708247,40,2833.0,0.043691494503206245,40,2833.0
495.0,52,595.0,9.015151515151516,0.9659174058064951,52,3071.0,0.034478527387050144,52,3071.0
500.0,55,720.0,11.428571428571429,0.5568426218839074,55,3102.0,0.030147147345505217,55,3102.0
